row	strain	query	array	present	category
12316	IMP4g6-SMP3-TRg-5	IMP4g6	SMP3-TRg-5	yes	double
12317	IMP4g6-CFT2-NRg-2	IMP4g6	CFT2-NRg-2	yes	double
12318	IMP4g6-FAS2-TRg-5	IMP4g6	FAS2-TRg-5	yes	double
12319	IMP4g6-DBP2-NRg-3	IMP4g6	DBP2-NRg-3	yes	double
12320	IMP4g6-DBP2-NRg-2	IMP4g6	DBP2-NRg-2	yes	double
12321	IMP4g6-MPS2-NRg-4	IMP4g6	MPS2-NRg-4	yes	double
12322	IMP4g6-ARC35-TRg-2	IMP4g6	ARC35-TRg-2	yes	double
12323	IMP4g6-ARC35-TRg-5	IMP4g6	ARC35-TRg-5	yes	double
12324	IMP4g6-MRD1-TRg-1	IMP4g6	MRD1-TRg-1	yes	double
12325	IMP4g6-RLP7-TRg-1	IMP4g6	RLP7-TRg-1	yes	double
12326	IMP4g6-SPC34-TRg-1	IMP4g6	SPC34-TRg-1	yes	double
12327	IMP4g6-CDC45-TRg-2	IMP4g6	CDC45-TRg-2	yes	double
12328	IMP4g6-GCD6-TRg-3	IMP4g6	GCD6-TRg-3	yes	double
12329	IMP4g6-GCD6-TRg-4	IMP4g6	GCD6-TRg-4	yes	double
12330	IMP4g6-YPT6-NRg-2	IMP4g6	YPT6-NRg-2	yes	double
12331	IMP4g6-RPS13-TRg-2	IMP4g6	RPS13-TRg-2	yes	double
12332	IMP4g6-IPI3-TRg-3	IMP4g6	IPI3-TRg-3	yes	double
12333	IMP4g6-TIF5-NRg-9	IMP4g6	TIF5-NRg-9	yes	double
12334	IMP4g6-TIF5-NRg-7	IMP4g6	TIF5-NRg-7	yes	double
12335	IMP4g6-TIF5-NRg-6	IMP4g6	TIF5-NRg-6	yes	double
12336	IMP4g6-NAB3-TRg-3	IMP4g6	NAB3-TRg-3	yes	double
12337	IMP4g6-GCD2-TRg-1	IMP4g6	GCD2-TRg-1	yes	double
12338	IMP4g6-UBA1-TRg-2	IMP4g6	UBA1-TRg-2	yes	double
12339	IMP4g6-SLD3-TRg-6	IMP4g6	SLD3-TRg-6	yes	double
12340	IMP4g6-LCB1-TRg-5	IMP4g6	LCB1-TRg-5	yes	double
12341	IMP4g6-TOA2-TRg-6	IMP4g6	TOA2-TRg-6	yes	double
12342	IMP4g6-TOA2-TRg-1	IMP4g6	TOA2-TRg-1	yes	double
12343	IMP4g6-TOA2-TRg-3	IMP4g6	TOA2-TRg-3	yes	double
12344	IMP4g6-LSM2-TRg-1	IMP4g6	LSM2-TRg-1	yes	double
12345	IMP4g6-YML6-TRg-13	IMP4g6	YML6-TRg-13	yes	double
12346	IMP4g6-YML6-TRg-12	IMP4g6	YML6-TRg-12	yes	double
12347	IMP4g6-UTP15-NRg-1	IMP4g6	UTP15-NRg-1	yes	double
12348	IMP4g6-TIF6-NRg-8	IMP4g6	TIF6-NRg-8	yes	double
12349	IMP4g6-SUP35-NRg-1	IMP4g6	SUP35-NRg-1	yes	double
12350	IMP4g6-MPP10-NRg-1	IMP4g6	MPP10-NRg-1	yes	double
12351	IMP4g6-SWI3-TRg-7	IMP4g6	SWI3-TRg-7	yes	double
12352	IMP4g6-SSN3-NRg-2	IMP4g6	SSN3-NRg-2	yes	double
12353	IMP4g6-SEC13-NRg-7	IMP4g6	SEC13-NRg-7	yes	double
12354	IMP4g6-RPS15-NRg-3	IMP4g6	RPS15-NRg-3	yes	double
12355	IMP4g6-RPL3-TRg-2	IMP4g6	RPL3-TRg-2	yes	double
12356	IMP4g6-FBA1-NRg-2	IMP4g6	FBA1-NRg-2	yes	double
12357	IMP4g6-FBA1-NRg-1	IMP4g6	FBA1-NRg-1	yes	double
12358	IMP4g6-FBA1-NRg-5	IMP4g6	FBA1-NRg-5	yes	double
12359	IMP4g6-DAM1-TRg-2	IMP4g6	DAM1-TRg-2	yes	double
12360	IMP4g6-NHP2-TRg-2	IMP4g6	NHP2-TRg-2	yes	double
12361	IMP4g6-HCA4-NRg-6	IMP4g6	HCA4-NRg-6	yes	double
12362	IMP4g6-PRE3-TRg-4	IMP4g6	PRE3-TRg-4	yes	double
12363	IMP4g6-DBP5-NRg-4	IMP4g6	DBP5-NRg-4	yes	double
12364	IMP4g6-SPT6-NRg-4	IMP4g6	SPT6-NRg-4	yes	double
12365	IMP4g6-SPT6-NRg-2	IMP4g6	SPT6-NRg-2	yes	double
12366	IMP4g6-RPL18A-TRg-4	IMP4g6	RPL18A-TRg-4	yes	double
12367	IMP4g6-KSH1-TRg-1	IMP4g6	KSH1-TRg-1	yes	double
12368	IMP4g6-KSH1-TRg-3	IMP4g6	KSH1-TRg-3	yes	double
12369	IMP4g6-IPI3-NRg-1	IMP4g6	IPI3-NRg-1	yes	double
12370	IMP4g6-PGA2-TRg-8	IMP4g6	PGA2-TRg-8	yes	double
12371	IMP4g6-RPL18A-TRg-2	IMP4g6	RPL18A-TRg-2	yes	double
12372	IMP4g6-RPL33A-NRg-6	IMP4g6	RPL33A-NRg-6	yes	double
12373	IMP4g6-TAF12-NRg-2	IMP4g6	TAF12-NRg-2	yes	double
12374	IMP4g6-USE1-TRg-5	IMP4g6	USE1-TRg-5	yes	double
12375	IMP4g6-YNL114C-TRg-1	IMP4g6	YNL114C-TRg-1	yes	double
12376	IMP4g6-SMC5-TRg-7	IMP4g6	SMC5-TRg-7	yes	double
12377	IMP4g6-SMC5-TRg-6	IMP4g6	SMC5-TRg-6	yes	double
12378	IMP4g6-RSC58-TRg-1	IMP4g6	RSC58-TRg-1	yes	double
12379	IMP4g6-CTF13-TRg-2	IMP4g6	CTF13-TRg-2	yes	double
12380	IMP4g6-NAB2-NRg-2	IMP4g6	NAB2-NRg-2	yes	double
12381	IMP4g6-MCM7-TRg-4	IMP4g6	MCM7-TRg-4	yes	double
12382	IMP4g6-BCP1-NRg-5	IMP4g6	BCP1-NRg-5	yes	double
12383	IMP4g6-STU2-TRg-3	IMP4g6	STU2-TRg-3	yes	double
12384	IMP4g6-SEC21-NRg-6	IMP4g6	SEC21-NRg-6	yes	double
12385	IMP4g6-SEC21-NRg-3	IMP4g6	SEC21-NRg-3	yes	double
12386	IMP4g6-RPL1B-TRg-3	IMP4g6	RPL1B-TRg-3	yes	double
12387	IMP4g6-SEC20-NRg-2	IMP4g6	SEC20-NRg-2	yes	double
12388	IMP4g6-VMA3-NRg-2	IMP4g6	VMA3-NRg-2	yes	double
12389	IMP4g6-SEC23-NRg-5	IMP4g6	SEC23-NRg-5	yes	double
12390	IMP4g6-CDC28-TRg-4	IMP4g6	CDC28-TRg-4	yes	double
12391	IMP4g6-RPN12-NRg-11	IMP4g6	RPN12-NRg-11	yes	double
12392	IMP4g6-PUP3-TRg-3	IMP4g6	PUP3-TRg-3	yes	double
12393	IMP4g6-SEC31-TRg-2	IMP4g6	SEC31-TRg-2	yes	double
12394	IMP4g6-SED5-TRg-6	IMP4g6	SED5-TRg-6	yes	double
12395	IMP4g6-SED5-TRg-5	IMP4g6	SED5-TRg-5	yes	double
12396	IMP4g6-RPL33A-TRg-1	IMP4g6	RPL33A-TRg-1	yes	double
12397	IMP4g6-RPL33A-TRg-2	IMP4g6	RPL33A-TRg-2	yes	double
12398	IMP4g6-MRPL11-TRg-2	IMP4g6	MRPL11-TRg-2	yes	double
12399	IMP4g6-RTP1-NRg-2	IMP4g6	RTP1-NRg-2	yes	double
12400	IMP4g6-NUG1-TRg-2	IMP4g6	NUG1-TRg-2	yes	double
12401	IMP4g6-VPH2-TRg-4	IMP4g6	VPH2-TRg-4	yes	double
12402	IMP4g6-COP1-NRg-3	IMP4g6	COP1-NRg-3	yes	double
12403	IMP4g6-CRM1-NRg-1	IMP4g6	CRM1-NRg-1	yes	double
12404	IMP4g6-RPL5-NRg-4	IMP4g6	RPL5-NRg-4	yes	double
12405	IMP4g6-SNU13-NRg-4	IMP4g6	SNU13-NRg-4	yes	double
12406	IMP4g6-PFS2-TRg-3	IMP4g6	PFS2-TRg-3	yes	double
12407	IMP4g6-MPP10-TRg-2	IMP4g6	MPP10-TRg-2	yes	double
12408	IMP4g6-TSR4-NRg-2	IMP4g6	TSR4-NRg-2	yes	double
12409	IMP4g6-RSC2-TRg-1	IMP4g6	RSC2-TRg-1	yes	double
12410	IMP4g6-SEC65-TRg-2	IMP4g6	SEC65-TRg-2	yes	double
12411	IMP4g6-SMI1-NRg-1	IMP4g6	SMI1-NRg-1	yes	double
12412	IMP4g6-RTT105-NRg-4	IMP4g6	RTT105-NRg-4	yes	double
12413	IMP4g6-VMA5-TRg-3	IMP4g6	VMA5-TRg-3	yes	double
12414	IMP4g6-VMA5-TRg-5	IMP4g6	VMA5-TRg-5	yes	double
12415	IMP4g6-RRP1-TRg-3	IMP4g6	RRP1-TRg-3	yes	double
12416	IMP4g6-CLC1-TRg-2	IMP4g6	CLC1-TRg-2	yes	double
12417	IMP4g6-GCD6-NRg-1	IMP4g6	GCD6-NRg-1	yes	double
12418	IMP4g6-GCD6-NRg-2	IMP4g6	GCD6-NRg-2	yes	double
12419	IMP4g6-PXR1-TRg-1	IMP4g6	PXR1-TRg-1	yes	double
12420	IMP4g6-CDC14-NRg-1	IMP4g6	CDC14-NRg-1	yes	double
12421	IMP4g6-PCF11-TRg-6	IMP4g6	PCF11-TRg-6	yes	double
12422	IMP4g6-PCF11-TRg-5	IMP4g6	PCF11-TRg-5	yes	double
12423	IMP4g6-PCF11-TRg-4	IMP4g6	PCF11-TRg-4	yes	double
12424	IMP4g6-SEC31-NRg-1	IMP4g6	SEC31-NRg-1	yes	double
12425	IMP4g6-RRP5-NRg-1	IMP4g6	RRP5-NRg-1	yes	double
12426	IMP4g6-PRE10-TRg-5	IMP4g6	PRE10-TRg-5	yes	double
12427	IMP4g6-PRE10-TRg-1	IMP4g6	PRE10-TRg-1	yes	double
12428	IMP4g6-RPS5-TRg-2	IMP4g6	RPS5-TRg-2	yes	double
12429	IMP4g6-NSP1-TRg-4	IMP4g6	NSP1-TRg-4	yes	double
12430	IMP4g6-PRP38-TRg-4	IMP4g6	PRP38-TRg-4	yes	double
12431	IMP4g6-RCF1-NRg-5	IMP4g6	RCF1-NRg-5	yes	double
12432	IMP4g6-RSC3-TRg-4	IMP4g6	RSC3-TRg-4	yes	double
12433	IMP4g6-RSC3-TRg-5	IMP4g6	RSC3-TRg-5	yes	double
12434	IMP4g6-RSC3-TRg-6	IMP4g6	RSC3-TRg-6	yes	double
12435	IMP4g6-HTA1-NRg-12	IMP4g6	HTA1-NRg-12	yes	double
12436	IMP4g6-HTA1-NRg-11	IMP4g6	HTA1-NRg-11	yes	double
12437	IMP4g6-UTP23-TRg-2	IMP4g6	UTP23-TRg-2	yes	double
12438	IMP4g6-GCD7-NRg-1	IMP4g6	GCD7-NRg-1	yes	double
12439	IMP4g6-GCD7-NRg-2	IMP4g6	GCD7-NRg-2	yes	double
12440	IMP4g6-GCD7-NRg-6	IMP4g6	GCD7-NRg-6	yes	double
12441	IMP4g6-GAL11-NRg-2	IMP4g6	GAL11-NRg-2	yes	double
12442	IMP4g6-GAL11-NRg-9	IMP4g6	GAL11-NRg-9	yes	double
12443	IMP4g6-PHO4-TRg-5	IMP4g6	PHO4-TRg-5	yes	double
12444	IMP4g6-SNP1-NRg-3	IMP4g6	SNP1-NRg-3	yes	double
12445	IMP4g6-RPC37-TRg-5	IMP4g6	RPC37-TRg-5	yes	double
12446	IMP4g6-CRM1-TRg-5	IMP4g6	CRM1-TRg-5	yes	double
12447	IMP4g6-CRM1-TRg-2	IMP4g6	CRM1-TRg-2	yes	double
12448	IMP4g6-ASK1-TRg-7	IMP4g6	ASK1-TRg-7	yes	double
12449	IMP4g6-STU2-NRg-4	IMP4g6	STU2-NRg-4	yes	double
12450	IMP4g6-NEO1-NRg-3	IMP4g6	NEO1-NRg-3	yes	double
12451	IMP4g6-GAL11-TRg-5	IMP4g6	GAL11-TRg-5	yes	double
12452	IMP4g6-GAL11-TRg-7	IMP4g6	GAL11-TRg-7	yes	double
12453	IMP4g6-SAM50-NRg-3	IMP4g6	SAM50-NRg-3	yes	double
12454	IMP4g6-CSL4-TRg-2	IMP4g6	CSL4-TRg-2	yes	double
12455	IMP4g6-CCT5-TRg-2	IMP4g6	CCT5-TRg-2	yes	double
12456	IMP4g6-POL30-NRg-1	IMP4g6	POL30-NRg-1	yes	double
12457	IMP4g6-MED4-TRg-4	IMP4g6	MED4-TRg-4	yes	double
12458	IMP4g6-MED4-TRg-3	IMP4g6	MED4-TRg-3	yes	double
12459	IMP4g6-MED4-TRg-2	IMP4g6	MED4-TRg-2	yes	double
12460	IMP4g6-GDI1-TRg-4	IMP4g6	GDI1-TRg-4	yes	double
12461	IMP4g6-GDI1-TRg-3	IMP4g6	GDI1-TRg-3	yes	double
12462	IMP4g6-REB1-TRg-6	IMP4g6	REB1-TRg-6	yes	double
12463	IMP4g6-MRPL37-NRg-2	IMP4g6	MRPL37-NRg-2	yes	double
12464	IMP4g6-NOC3-TRg-3	IMP4g6	NOC3-TRg-3	yes	double
12465	IMP4g6-SPC97-TRg-3	IMP4g6	SPC97-TRg-3	yes	double
12466	IMP4g6-IPP1-TRg-3	IMP4g6	IPP1-TRg-3	yes	double
12467	IMP4g6-IPP1-TRg-2	IMP4g6	IPP1-TRg-2	yes	double
12468	IMP4g6-PTI1-TRg-3	IMP4g6	PTI1-TRg-3	yes	double
12469	IMP4g6-PTI1-TRg-5	IMP4g6	PTI1-TRg-5	yes	double
12470	IMP4g6-RFC5-NRg-1	IMP4g6	RFC5-NRg-1	yes	double
12471	IMP4g6-CDC24-TRg-1	IMP4g6	CDC24-TRg-1	yes	double
12472	IMP4g6-CDC24-TRg-3	IMP4g6	CDC24-TRg-3	yes	double
12473	IMP4g6-CDC24-TRg-5	IMP4g6	CDC24-TRg-5	yes	double
12474	IMP4g6-CDC24-TRg-6	IMP4g6	CDC24-TRg-6	yes	double
12475	IMP4g6-UTP23-TRg-6	IMP4g6	UTP23-TRg-6	yes	double
12476	IMP4g6-UTP23-TRg-4	IMP4g6	UTP23-TRg-4	yes	double
12477	IMP4g6-UTP23-TRg-1	IMP4g6	UTP23-TRg-1	yes	double
12478	IMP4g6-RHO3-NRg-4	IMP4g6	RHO3-NRg-4	yes	double
12479	IMP4g6-TRS23-NRg-1	IMP4g6	TRS23-NRg-1	yes	double
12480	IMP4g6-TRS23-NRg-3	IMP4g6	TRS23-NRg-3	yes	double
12481	IMP4g6-RSP5-TRg-2	IMP4g6	RSP5-TRg-2	yes	double
12482	IMP4g6-RSP5-TRg-1	IMP4g6	RSP5-TRg-1	yes	double
12483	IMP4g6-SDA1-NRg-1	IMP4g6	SDA1-NRg-1	yes	double
12484	IMP4g6-KAP95-TRg-8	IMP4g6	KAP95-TRg-8	yes	double
12485	IMP4g6-ACO1-TRg-6	IMP4g6	ACO1-TRg-6	yes	double
12486	IMP4g6-HTA1-NRg-3	IMP4g6	HTA1-NRg-3	yes	double
12487	IMP4g6-HTA1-NRg-2	IMP4g6	HTA1-NRg-2	yes	double
12488	IMP4g6-SPN1-TRg-1	IMP4g6	SPN1-TRg-1	yes	double
12489	IMP4g6-MOT1-NRg-7	IMP4g6	MOT1-NRg-7	yes	double
12490	IMP4g6-RPL17A-NRg-4	IMP4g6	RPL17A-NRg-4	yes	double
12491	IMP4g6-ADA2-TRg-4	IMP4g6	ADA2-TRg-4	yes	double
12492	IMP4g6-SFH1-NRg-1	IMP4g6	SFH1-NRg-1	yes	double
12493	IMP4g6-SPC97-NRg-5	IMP4g6	SPC97-NRg-5	yes	double
12494	IMP4g6-PRP22-TRg-3	IMP4g6	PRP22-TRg-3	yes	double
12495	IMP4g6-SEN15-TRg-2	IMP4g6	SEN15-TRg-2	yes	double
12496	IMP4g6-RPL3-NRg-2	IMP4g6	RPL3-NRg-2	yes	double
12497	IMP4g6-ISD11-NRg-2	IMP4g6	ISD11-NRg-2	yes	double
12498	IMP4g6-HEM12-TRg-8	IMP4g6	HEM12-TRg-8	yes	double
12499	IMP4g6-SEC10-TRg-1	IMP4g6	SEC10-TRg-1	yes	double
12500	IMP4g6-HTB1-TRg-7	IMP4g6	HTB1-TRg-7	yes	double
12501	IMP4g6-TTI2-TRg-1	IMP4g6	TTI2-TRg-1	yes	double
12502	IMP4g6-ACP1-TRg-2	IMP4g6	ACP1-TRg-2	yes	double
12503	IMP4g6-ACP1-TRg-4	IMP4g6	ACP1-TRg-4	yes	double
12504	IMP4g6-GAL11-NRg-10	IMP4g6	GAL11-NRg-10	yes	double
12505	IMP4g6-UTP22-TRg-2	IMP4g6	UTP22-TRg-2	yes	double
12506	IMP4g6-MST1-NRg-5	IMP4g6	MST1-NRg-5	yes	double
12507	IMP4g6-RIB7-NRg-2	IMP4g6	RIB7-NRg-2	yes	double
12508	IMP4g6-MCD1-TRg-6	IMP4g6	MCD1-TRg-6	yes	double
12509	IMP4g6-MCD1-TRg-5	IMP4g6	MCD1-TRg-5	yes	double
12510	IMP4g6-GPI8-NRg-2	IMP4g6	GPI8-NRg-2	yes	double
12511	IMP4g6-THS1-TRg-2	IMP4g6	THS1-TRg-2	yes	double
12512	IMP4g6-RRP7-TRg-2	IMP4g6	RRP7-TRg-2	yes	double
12513	IMP4g6-RRP7-TRg-5	IMP4g6	RRP7-TRg-5	yes	double
12514	IMP4g6-SMX2-NRg-7	IMP4g6	SMX2-NRg-7	yes	double
12515	IMP4g6-RRP45-TRg-5	IMP4g6	RRP45-TRg-5	yes	double
12516	IMP4g6-RRP45-TRg-4	IMP4g6	RRP45-TRg-4	yes	double
12517	IMP4g6-CNS1-TRg-2	IMP4g6	CNS1-TRg-2	yes	double
12518	IMP4g6-FBP1-NRg-9	IMP4g6	FBP1-NRg-9	yes	double
12519	IMP4g6-GCD11-NRg-1	IMP4g6	GCD11-NRg-1	yes	double
12520	IMP4g6-RPL10-TRg-2	IMP4g6	RPL10-TRg-2	yes	double
12521	IMP4g6-NUP192-TRg-4	IMP4g6	NUP192-TRg-4	yes	double
12522	IMP4g6-NUP145-NRg-4	IMP4g6	NUP145-NRg-4	yes	double
12523	IMP4g6-HEM12-TRg-6	IMP4g6	HEM12-TRg-6	yes	double
12524	IMP4g6-PLC1-TRg-3	IMP4g6	PLC1-TRg-3	yes	double
12525	IMP4g6-RPA43-TRg-1	IMP4g6	RPA43-TRg-1	yes	double
12526	IMP4g6-RPB7-NRg-2	IMP4g6	RPB7-NRg-2	yes	double
12527	IMP4g6-RPB7-NRg-3	IMP4g6	RPB7-NRg-3	yes	double
12528	IMP4g6-NSL1-NRg-1	IMP4g6	NSL1-NRg-1	yes	double
12529	IMP4g6-UTP6-TRg-3	IMP4g6	UTP6-TRg-3	yes	double
12530	IMP4g6-UTP6-TRg-1	IMP4g6	UTP6-TRg-1	yes	double
12531	IMP4g6-YJU2-TRg-5	IMP4g6	YJU2-TRg-5	yes	double
12532	IMP4g6-FRS2-NRg-5	IMP4g6	FRS2-NRg-5	yes	double
12533	IMP4g6-TIF35-NRg-2	IMP4g6	TIF35-NRg-2	yes	double
12534	IMP4g6-GPI15-TRg-1	IMP4g6	GPI15-TRg-1	yes	double
12535	IMP4g6-NOP1-NRg-5	IMP4g6	NOP1-NRg-5	yes	double
12536	IMP4g6-GPI15-TRg-4	IMP4g6	GPI15-TRg-4	yes	double
12537	IMP4g6-COG4-TRg-1	IMP4g6	COG4-TRg-1	yes	double
12538	IMP4g6-TFA1-TRg-1	IMP4g6	TFA1-TRg-1	yes	double
12539	IMP4g6-RHO1-NRg-2	IMP4g6	RHO1-NRg-2	yes	double
12540	IMP4g6-RHO1-NRg-1	IMP4g6	RHO1-NRg-1	yes	double
12541	IMP4g6-CDC55-NRg-2	IMP4g6	CDC55-NRg-2	yes	double
12542	IMP4g6-IDI1-NRg-7	IMP4g6	IDI1-NRg-7	yes	double
12543	IMP4g6-RPL32-TRg-5	IMP4g6	RPL32-TRg-5	yes	double
12544	IMP4g6-RPB5-TRg-4	IMP4g6	RPB5-TRg-4	yes	double
12545	IMP4g6-DIP2-TRg-5	IMP4g6	DIP2-TRg-5	yes	double
12546	IMP4g6-DIP2-TRg-1	IMP4g6	DIP2-TRg-1	yes	double
12547	IMP4g6-RPC40-TRg-2	IMP4g6	RPC40-TRg-2	yes	double
12548	IMP4g6-CDC6-TRg-5	IMP4g6	CDC6-TRg-5	yes	double
12549	IMP4g6-CDC6-TRg-3	IMP4g6	CDC6-TRg-3	yes	double
12550	IMP4g6-DAD2-TRg-2	IMP4g6	DAD2-TRg-2	yes	double
12551	IMP4g6-RVS161-TRg-2	IMP4g6	RVS161-TRg-2	yes	double
12552	IMP4g6-RVS161-TRg-1	IMP4g6	RVS161-TRg-1	yes	double
12553	IMP4g6-SUP45-NRg-3	IMP4g6	SUP45-NRg-3	yes	double
12554	IMP4g6-SRB6-NRg-5	IMP4g6	SRB6-NRg-5	yes	double
12555	IMP4g6-RPC11-TRg-4	IMP4g6	RPC11-TRg-4	yes	double
12556	IMP4g6-RKI1-TRg-8	IMP4g6	RKI1-TRg-8	yes	double
12557	IMP4g6-NIP7-TRg-3	IMP4g6	NIP7-TRg-3	yes	double
12558	IMP4g6-RPL33A-NRg-12	IMP4g6	RPL33A-NRg-12	yes	double
12559	IMP4g6-SAM50-TRg-4	IMP4g6	SAM50-TRg-4	yes	double
12560	IMP4g6-NOP4-NRg-1	IMP4g6	NOP4-NRg-1	yes	double
12561	IMP4g6-NOP4-NRg-3	IMP4g6	NOP4-NRg-3	yes	double
12562	IMP4g6-SMX2-TRg-5	IMP4g6	SMX2-TRg-5	yes	double
12563	IMP4g6-POL12-NRg-2	IMP4g6	POL12-NRg-2	yes	double
12564	IMP4g6-BMS1-NRg-2	IMP4g6	BMS1-NRg-2	yes	double
12565	IMP4g6-RPA190-TRg-5	IMP4g6	RPA190-TRg-5	yes	double
12566	IMP4g6-ALG14-NRg-4	IMP4g6	ALG14-NRg-4	yes	double
12567	IMP4g6-ALG14-NRg-1	IMP4g6	ALG14-NRg-1	yes	double
12568	IMP4g6-PRE5-NRg-1	IMP4g6	PRE5-NRg-1	yes	double
12569	IMP4g6-BIG1-NRg-2	IMP4g6	BIG1-NRg-2	yes	double
12570	IMP4g6-TFA2-TRg-4	IMP4g6	TFA2-TRg-4	yes	double
12571	IMP4g6-IMP4-TRg-6	IMP4g6	IMP4-TRg-6	yes	double
12572	IMP4g6-PAN1-NRg-1	IMP4g6	PAN1-NRg-1	yes	double
12573	IMP4g6-UTP13-TRg-2	IMP4g6	UTP13-TRg-2	yes	double
12574	IMP4g6-KAE1-NRg-3	IMP4g6	KAE1-NRg-3	yes	double
12575	IMP4g6-ERG20-TRg-1	IMP4g6	ERG20-TRg-1	yes	double
12576	IMP4g6-CDC20-TRg-6	IMP4g6	CDC20-TRg-6	yes	double
12577	IMP4g6-PWP2-NRg-2	IMP4g6	PWP2-NRg-2	yes	double
12578	IMP4g6-COG1-NRg-1	IMP4g6	COG1-NRg-1	yes	double
12579	IMP4g6-RPL1B-TRg-4	IMP4g6	RPL1B-TRg-4	yes	double
12580	IMP4g6-RPL1B-TRg-7	IMP4g6	RPL1B-TRg-7	yes	double
12581	IMP4g6-UTP20-TRg-3	IMP4g6	UTP20-TRg-3	yes	double
12582	IMP4g6-UTP20-TRg-4	IMP4g6	UTP20-TRg-4	yes	double
12583	IMP4g6-RPL25-TRg-4	IMP4g6	RPL25-TRg-4	yes	double
12584	IMP4g6-RPL25-TRg-2	IMP4g6	RPL25-TRg-2	yes	double
12585	IMP4g6-MCM7-NRg-1	IMP4g6	MCM7-NRg-1	yes	double
12586	IMP4g6-MRP49-TRg-5	IMP4g6	MRP49-TRg-5	yes	double
12587	IMP4g6-ERO1-NRg-3	IMP4g6	ERO1-NRg-3	yes	double
12588	IMP4g6-UTP5-TRg-7	IMP4g6	UTP5-TRg-7	yes	double
12589	IMP4g6-MCM4-NRg-1	IMP4g6	MCM4-NRg-1	yes	double
12590	IMP4g6-PRE3-NRg-1	IMP4g6	PRE3-NRg-1	yes	double
12591	IMP4g6-FCF1-NRg-1	IMP4g6	FCF1-NRg-1	yes	double
12592	IMP4g6-CUS1-NRg-1	IMP4g6	CUS1-NRg-1	yes	double
12593	IMP4g6-PSF1-TRg-2	IMP4g6	PSF1-TRg-2	yes	double
12594	IMP4g6-BCP1-TRg-2	IMP4g6	BCP1-TRg-2	yes	double
12595	IMP4g6-PAN1-TRg-1	IMP4g6	PAN1-TRg-1	yes	double
12596	IMP4g6-PAN1-TRg-3	IMP4g6	PAN1-TRg-3	yes	double
12597	IMP4g6-PAN1-TRg-4	IMP4g6	PAN1-TRg-4	yes	double
12598	IMP4g6-VPS3-TRg-2	IMP4g6	VPS3-TRg-2	yes	double
12599	IMP4g6-YIL060W-NRg-1	IMP4g6	YIL060W-NRg-1	yes	double
12600	IMP4g6-VPS53-NRg-1	IMP4g6	VPS53-NRg-1	yes	double
12601	IMP4g6-CYR1-TRg-4	IMP4g6	CYR1-TRg-4	yes	double
12602	IMP4g6-CYR1-TRg-7	IMP4g6	CYR1-TRg-7	yes	double
12603	IMP4g6-MPS1-NRg-1	IMP4g6	MPS1-NRg-1	yes	double
12604	IMP4g6-SRP1-TRg-5	IMP4g6	SRP1-TRg-5	yes	double
12605	IMP4g6-SRP1-TRg-4	IMP4g6	SRP1-TRg-4	yes	double
12606	IMP4g6-TAF12-TRg-2	IMP4g6	TAF12-TRg-2	yes	double
12607	IMP4g6-TAF12-TRg-3	IMP4g6	TAF12-TRg-3	yes	double
12608	IMP4g6-POP4-TRg-1	IMP4g6	POP4-TRg-1	yes	double
12609	IMP4g6-SPT16-TRg-1	IMP4g6	SPT16-TRg-1	yes	double
12610	IMP4g6-NUP82-TRg-4	IMP4g6	NUP82-TRg-4	yes	double
12611	IMP4g6-DML1-TRg-3	IMP4g6	DML1-TRg-3	yes	double
12612	IMP4g6-RPA43-NRg-3	IMP4g6	RPA43-NRg-3	yes	double
12613	IMP4g6-STU2-NRg-3	IMP4g6	STU2-NRg-3	yes	double
12614	IMP4g6-POP4-NRg-4	IMP4g6	POP4-NRg-4	yes	double
12615	IMP4g6-MCD1-TRg-2	IMP4g6	MCD1-TRg-2	yes	double
12616	IMP4g6-RPS3-NRg-4	IMP4g6	RPS3-NRg-4	yes	double
12617	IMP4g6-PRP9-TRg-4	IMP4g6	PRP9-TRg-4	yes	double
12618	IMP4g6-RPP1-NRg-2	IMP4g6	RPP1-NRg-2	yes	double
12619	IMP4g6-MTR2-NRg-11	IMP4g6	MTR2-NRg-11	yes	double
12620	IMP4g6-GCD11-TRg-1	IMP4g6	GCD11-TRg-1	yes	double
12621	IMP4g6-RPF1-TRg-3	IMP4g6	RPF1-TRg-3	yes	double
12622	IMP4g6-SUB2-NRg-4	IMP4g6	SUB2-NRg-4	yes	double
12623	IMP4g6-GPI15-TRg-3	IMP4g6	GPI15-TRg-3	yes	double
12624	IMP4g6-ERG9-TRg-6	IMP4g6	ERG9-TRg-6	yes	double
12625	IMP4g6-RPT2-NRg-1	IMP4g6	RPT2-NRg-1	yes	double
12626	IMP4g6-YOS1-NRg-3	IMP4g6	YOS1-NRg-3	yes	double
12627	IMP4g6-SCM3-TRg-4	IMP4g6	SCM3-TRg-4	yes	double
12628	IMP4g6-SCM3-TRg-6	IMP4g6	SCM3-TRg-6	yes	double
12629	IMP4g6-RLP7-NRg-1	IMP4g6	RLP7-NRg-1	yes	double
12630	IMP4g6-TFB2-NRg-4	IMP4g6	TFB2-NRg-4	yes	double
12631	IMP4g6-IMP4-TRg-1	IMP4g6	IMP4-TRg-1	yes	double
12632	IMP4g6-IMP4-TRg-3	IMP4g6	IMP4-TRg-3	yes	double
12633	IMP4g6-PRE4-TRg-3	IMP4g6	PRE4-TRg-3	yes	double
