"strain"	"gi_score_method1"	"zscore_method1"	"gi_score_method2"	"qval_method2"
"160"	"PRE7g7-RPB5-TRg-5"	0.0530303879418784	0.633751464454849	0.0546434619518775	0.63380964799215
"161"	"PRE7g7-SPN1-NRg-2"	-0.0250754710035271	-0.365960069827018	-0.0235167358623312	0.575432511943743
"162"	"PRE7g7-SPN1-NRg-1"	-0.00528894939037378	-0.112703602936189	-0.00449496769085245	0.942009076213921
"163"	"PRE7g7-SEC61-NRg-1"	-0.0404966633627218	-0.563342751254826	-0.0400889151642037	0.683973091338812
"164"	"PRE7g7-SEC61-NRg-7"	-0.0218404775858526	-0.324553954118903	-0.0219205682654292	0.646495636710484
"165"	"PRE7g7-TUS1-TRg-3"	0.0100608008465395	0.0837646590787529	0.0103176017954972	0.933282012460018
"166"	"PRE7g7-OLE1-NRg-2"	-0.0854326100664405	-1.13849786548234	-0.0844254900990745	0.624526707936041
"167"	"PRE7g7-AFG2-TRg-1"	0.162924192561381	2.04033101568962	0.163335277155819	0.319237245959097
"168"	"PRE7g7-TOA2-NRg-1"	0.11881135288275	1.47571121338414	0.1190481919656	0.350775780345092
"169"	"PRE7g7-USO1-TRg-1"	0.0381014171841951	0.442668945640931	0.0391806310581071	0.704613433649059
"170"	"PRE7g7-UTP22-NRg-2"	0.0497152040899721	0.591318955808701	0.0497734091124537	0.381097193492523
"171"	"PRE7g7-RIB1-TRg-3"	-0.065122656833107	-0.878541765104762	-0.0646520650379575	0.461265056654809
"172"	"PRE7g7-RIB1-TRg-7"	0.0526535149890003	0.628927700360347	0.053186868694473	0.532895485569807
"173"	"PRE7g7-RIB1-TRg-4"	-0.0820127850465699	-1.09472600811143	-0.0818955887446222	0.421959862521169
"174"	"PRE7g7-COG1-TRg-1"	0.0177185395456956	0.181779453454346	0.0189114240114137	0.865316376424104
"175"	"PRE7g7-RPL32-NRg-2"	-0.0484951299426318	-0.66571867291383	-0.0474922951712373	0.459372942219443
"176"	"PRE7g7-GLC7-NRg-3"	-0.0587547492159246	-0.797036090881419	-0.0585657220136639	0.60411446464602
"177"	"PRE7g7-GLC7-NRg-4"	0.0957347875347055	1.18034401735632	0.0965520588698206	0.310056552142906
"178"	"PRE7g7-HSF1-TRg-2"	0.0293791594862515	0.331028900408115	0.0292987122162948	0.776553876380768
"179"	"PRE7g7-DAM1-NRg-5"	-0.00952223881455361	-0.166887352048585	-0.00953844977414509	0.86133729366862
"180"	"PRE7g7-SEC18-TRg-4"	0.060371562386634	0.727714412519056	0.0610776763636483	0.44460212412393
"181"	"PRE7g7-SEC18-TRg-5"	0.0537568215400752	0.643049410304402	0.0545045266410502	0.570818498593175
"182"	"PRE7g7-PAB1-NRg-3"	0.112792508806594	1.39867335825751	0.113733678324765	0.336557913508684
"183"	"PRE7g7-POP8-TRg-2"	0.0300032081949926	0.339016376642366	0.0307713047850864	0.663584251032815
"184"	"PRE7g7-PAB1-NRg-4"	0.082670221732203	1.0131248445632	0.0839155034824197	0.690159171634025
"185"	"PRE7g7-BIG1-TRg-4"	-0.0580492547327985	-0.788006154053679	-0.0573406187995167	0.641118442865921
"186"	"PRE7g7-BIG1-TRg-5"	0.0867465524755571	1.0652996098971	0.0869272434651211	0.562011986194394
"187"	"PRE7g7-BIG1-TRg-6"	0.0808169665193093	0.989404209039654	0.081424390853235	0.471439762388072
"188"	"PRE7g7-RPO41-NRg-1"	0.126644447516922	1.57597046615514	0.126810790416495	0.257314906386077
"189"	"PRE7g7-RVB2-NRg-2"	-0.0621909857631869	-0.841018006671119	-0.0629033586907085	0.412701812441757
"190"	"PRE7g7-PET117-NRg-8"	0.027030484575561	0.300967168417728	0.0280648427984512	0.765768263395129
"191"	"PRE7g7-VPS45-NRg-9"	0.105128003381475	1.30057195355478	0.105721797065631	0.362328495426962
"192"	"PRE7g7-YCG1-NRg-1"	0.0649355516488159	0.786130935547515	0.0653083664913456	0.600077187124866
"193"	"PRE7g7-NOC4-NRg-1"	-0.0170810373178916	-0.263635766970715	-0.0166152904945009	0.724153282073855
